[JobA-LONGLIU-MAIN] Loaded T_target=4201.09ms from /tmp/ttarget_v5_jobA.json (preset_target=True)
[MultiComm] Loading library from /home/why/LongLiu_rebuild/current/multi_comm_slo/build/libmulti_comm.so
[MultiComm] Rank 0: active priorities = 0 1 2 3 4 5 6 (7 total)
[MultiComm] Rank 0: initializing 7 priorities across 1 devices
[MultiComm] Rank 0: waiting for TCP connections on port 29520...
[MultiComm] Rank 0: sent 7 IDs to rank 1
[MultiComm] Rank 0: created communicator for priority P0 (DSCP=40, ToS=160)
[MultiComm] Rank 0: created communicator for priority P1 (DSCP=32, ToS=128)
[MultiComm] Rank 0: created communicator for priority P2 (DSCP=24, ToS=96)
[MultiComm] Rank 0: created communicator for priority P3 (DSCP=16, ToS=64)
[MultiComm] Rank 0: created communicator for priority P4 (DSCP=0, ToS=0)
[MultiComm] Rank 0: created communicator for priority P5 (DSCP=16, ToS=64)
[MultiComm] Rank 0: created communicator for priority P6 (DSCP=8, ToS=32)
[MultiComm] Rank 0: initialization complete, starting at P6 (DSCP=8)
[MultiComm] Initialized: rank=0, world_size=2, master=192.10.10.110:29520, priority=P3
[JobA-LONGLIU-MAIN] scheduler=v1(pi), queue=SP, payload=1024MB (fixed), reverse_epoch=7 (c_i swap), num_iters=300
[JobA-LONGLIU-MAIN] Phase 1 (epoch 0-6): c_i=1.2
[JobA-LONGLIU-MAIN] Phase 2 (epoch 7-14): c_i=3.0
[JobA-LONGLIU-MAIN] GPU 0: Quadro RTX 4000, free=7.5 GB
[JobA-LONGLIU-MAIN] Warmup done.
[MultiComm] Rank 0: switching priority P6 -> P3 (DSCP 8 -> 16)
[JobA-LONGLIU-MAIN] iter 151 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=381.2ms, bw=11.27 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 152 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=257.6ms, bw=16.68 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 153 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=301.1ms, bw=14.26 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 154 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=275.2ms, bw=15.61 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 155 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=300.9ms, bw=14.27 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 156 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=267.6ms, bw=16.05 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 157 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=244.5ms, bw=17.56 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 158 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=250.0ms, bw=17.18 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 159 (epoch 7): payload=1024MB, c_i=3.0, sleep=30000us, comm=270.6ms, bw=15.87 Gbps [phase2]
[SLO] Epoch 8: π=-0.612 (A=39.15s, expected=100.83s, T_target=4201.1ms, k=8), Priority P4 -> P1 (DSCP 0 -> 32)
[MultiComm] Rank 0: switching priority P4 -> P1 (DSCP 0 -> 32)
[JobA-LONGLIU-MAIN] iter 160 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=579.3ms, bw=7.41 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 161 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=423.9ms, bw=10.13 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 162 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=460.6ms, bw=9.32 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 163 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=461.8ms, bw=9.30 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 164 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=480.9ms, bw=8.93 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 165 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=433.2ms, bw=9.91 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 166 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=453.1ms, bw=9.48 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 167 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=431.9ms, bw=9.95 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 168 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=449.3ms, bw=9.56 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 169 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=415.0ms, bw=10.35 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 170 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=457.7ms, bw=9.38 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 171 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=389.3ms, bw=11.03 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 172 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=462.4ms, bw=9.29 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 173 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=427.8ms, bw=10.04 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 174 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=445.5ms, bw=9.64 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 175 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=459.9ms, bw=9.34 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 176 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=446.0ms, bw=9.63 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 177 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=412.0ms, bw=10.42 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 178 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=453.3ms, bw=9.47 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 179 (epoch 8): payload=1024MB, c_i=3.0, sleep=30000us, comm=431.6ms, bw=9.95 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 180 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=466.0ms, bw=9.22 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 181 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=447.9ms, bw=9.59 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 182 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=457.2ms, bw=9.39 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 183 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=462.5ms, bw=9.29 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 184 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=422.5ms, bw=10.16 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 185 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=459.5ms, bw=9.35 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 186 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=432.8ms, bw=9.92 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 187 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=477.0ms, bw=9.00 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 188 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=440.7ms, bw=9.75 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 189 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=415.1ms, bw=10.35 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 190 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=441.3ms, bw=9.73 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 191 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=466.6ms, bw=9.20 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 192 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=414.7ms, bw=10.36 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 193 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=432.4ms, bw=9.93 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 194 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=459.2ms, bw=9.35 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 195 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=409.8ms, bw=10.48 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 196 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=489.7ms, bw=8.77 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 197 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=475.5ms, bw=9.03 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 198 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=459.5ms, bw=9.35 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 199 (epoch 9): payload=1024MB, c_i=3.0, sleep=30000us, comm=445.0ms, bw=9.65 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 200 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=450.5ms, bw=9.53 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 201 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=453.0ms, bw=9.48 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 202 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=435.4ms, bw=9.86 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 203 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=423.9ms, bw=10.13 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 204 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=459.9ms, bw=9.34 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 205 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=463.3ms, bw=9.27 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 206 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=475.9ms, bw=9.03 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 207 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=479.5ms, bw=8.96 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 208 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=493.5ms, bw=8.70 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 209 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=485.4ms, bw=8.85 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 210 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=496.2ms, bw=8.66 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 211 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=442.8ms, bw=9.70 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 212 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=504.7ms, bw=8.51 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 213 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=480.6ms, bw=8.94 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 214 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=436.8ms, bw=9.83 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 215 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=467.0ms, bw=9.20 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 216 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=445.5ms, bw=9.64 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 217 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=483.9ms, bw=8.88 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 218 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=474.8ms, bw=9.05 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 219 (epoch 10): payload=1024MB, c_i=3.0, sleep=30000us, comm=450.5ms, bw=9.53 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 220 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=468.8ms, bw=9.16 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 221 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=480.4ms, bw=8.94 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 222 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=432.5ms, bw=9.93 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 223 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=463.5ms, bw=9.27 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 224 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=478.8ms, bw=8.97 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 225 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=457.6ms, bw=9.39 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 226 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=452.6ms, bw=9.49 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 227 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=401.1ms, bw=10.71 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 228 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=467.6ms, bw=9.18 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 229 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=406.6ms, bw=10.56 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 230 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=215.0ms, bw=19.98 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 231 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=452.8ms, bw=9.49 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 232 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=440.0ms, bw=9.76 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 233 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=427.2ms, bw=10.05 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 234 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=419.4ms, bw=10.24 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 235 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=439.9ms, bw=9.76 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 236 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=433.0ms, bw=9.92 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 237 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=419.9ms, bw=10.23 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 238 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=419.9ms, bw=10.23 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 239 (epoch 11): payload=1024MB, c_i=3.0, sleep=30000us, comm=441.4ms, bw=9.73 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 240 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=420.7ms, bw=10.21 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 241 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=403.0ms, bw=10.66 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 242 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=440.2ms, bw=9.76 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 243 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=436.0ms, bw=9.85 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 244 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=484.3ms, bw=8.87 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 245 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=449.7ms, bw=9.55 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 246 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=446.1ms, bw=9.63 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 247 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=474.9ms, bw=9.04 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 248 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=458.2ms, bw=9.37 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 249 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=437.1ms, bw=9.83 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 250 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=442.7ms, bw=9.70 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 251 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=444.6ms, bw=9.66 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 252 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=403.5ms, bw=10.64 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 253 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=412.5ms, bw=10.41 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 254 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=414.7ms, bw=10.36 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 255 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=423.6ms, bw=10.14 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 256 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=444.4ms, bw=9.67 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 257 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=423.2ms, bw=10.15 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 258 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=418.8ms, bw=10.26 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 259 (epoch 12): payload=1024MB, c_i=3.0, sleep=30000us, comm=433.0ms, bw=9.92 Gbps [phase2]
[SLO] Epoch 13: π=-0.488 (A=83.95s, expected=163.84s, T_target=4201.1ms, k=13), Priority P1 -> P2 (DSCP 32 -> 24)
[MultiComm] Rank 0: switching priority P1 -> P2 (DSCP 32 -> 24)
[JobA-LONGLIU-MAIN] iter 260 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=411.8ms, bw=10.43 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 261 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=428.7ms, bw=10.02 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 262 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=435.9ms, bw=9.85 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 263 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=437.6ms, bw=9.82 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 264 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=449.2ms, bw=9.56 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 265 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=401.8ms, bw=10.69 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 266 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=401.9ms, bw=10.69 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 267 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=454.1ms, bw=9.46 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 268 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=431.6ms, bw=9.95 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 269 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=429.0ms, bw=10.01 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 270 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=453.6ms, bw=9.47 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 271 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=429.3ms, bw=10.00 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 272 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=450.4ms, bw=9.54 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 273 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=428.8ms, bw=10.02 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 274 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=445.0ms, bw=9.65 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 275 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=457.4ms, bw=9.39 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 276 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=433.3ms, bw=9.91 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 277 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=449.6ms, bw=9.55 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 278 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=455.0ms, bw=9.44 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 279 (epoch 13): payload=1024MB, c_i=3.0, sleep=30000us, comm=437.9ms, bw=9.81 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 280 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=424.2ms, bw=10.12 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 281 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=452.9ms, bw=9.48 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 282 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=402.3ms, bw=10.68 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 283 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=448.3ms, bw=9.58 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 284 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=436.5ms, bw=9.84 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 285 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=449.7ms, bw=9.55 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 286 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=415.6ms, bw=10.33 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 287 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=453.0ms, bw=9.48 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 288 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=419.3ms, bw=10.24 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 289 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=424.0ms, bw=10.13 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 290 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=355.1ms, bw=12.10 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 291 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=165.7ms, bw=25.92 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 292 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=165.1ms, bw=26.01 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 293 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=169.5ms, bw=25.34 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 294 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=168.3ms, bw=25.53 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 295 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=173.6ms, bw=24.75 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 296 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=164.7ms, bw=26.08 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 297 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=171.2ms, bw=25.09 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 298 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=178.5ms, bw=24.06 Gbps [phase2]
[JobA-LONGLIU-MAIN] iter 299 (epoch 14): payload=1024MB, c_i=3.0, sleep=30000us, comm=178.2ms, bw=24.11 Gbps [phase2]
[JobA-LONGLIU-MAIN] Per-iter results saved to p4_jobA_reverse_longliu_rank0_iter.csv
[JobA-LONGLIU-MAIN] Per-epoch stats saved to p4_jobA_reverse_longliu_rank0_epoch.csv
[JobA-LONGLIU-MAIN] Phase 1 (epochs 0-6): c_i=1.2, avg_comm=237.7ms, avg_bw=20.24 Gbps, avg_prio=2.6
[JobA-LONGLIU-MAIN] Phase 2 (epochs 7-14): c_i=3.0, avg_comm=407.4ms, avg_bw=11.34 Gbps, avg_prio=1.4
[JobA-LONGLIU-MAIN] Total wall time: 99.0s
[MultiComm] Rank 0: destroyed
